"proteinID"	"species"	"A1"	"A2"	"A3"	"B1"	"B2"	"B3"
"MANA_ECOLI"	"ECOLI"	NA	NA	NA	107886	108110.5	118297
"MAO2_ECOLI"	"ECOLI"	NA	NA	NA	87171.3333333333	90773	82380
"MAOM_HUMAN"	"HUMAN"	73325.3333333333	65448	82137	48220.6666666667	65394.6666666667	42376.3333333333
"MAOX_HUMAN"	"HUMAN"	76940	73265.6666666667	37543.5	68723.6666666667	70797.3333333333	74303
"MAP11_HUMAN"	"HUMAN"	53339	52291	61091	NA	NA	NA
"MAP1B_HUMAN"	"HUMAN"	33016.6666666667	34651	30256	40255.3333333333	43352.3333333333	38927
"MAP4_HUMAN"	"HUMAN"	141749.333333333	123705	114522	131332.333333333	139279	141377.333333333
"MARE1_HUMAN"	"HUMAN"	101237.5	90699	NA	87927.5	91824	49524
"MAST4_HUMAN"	"HUMAN"	12347.5	10808.5	NA	NA	NA	NA
"MASY_ECOLI"	"ECOLI"	124385	113795.333333333	93576.3333333333	880149	900571.666666667	958234.333333333
"MAT2B_HUMAN"	"HUMAN"	18329.3333333333	18952	22509.6666666667	NA	NA	NA
"MATR3_HUMAN"	"HUMAN"	318138.333333333	318268.666666667	344464.666666667	259393.666666667	336734.5	246111.333333333
"MBB1A_HUMAN"	"HUMAN"	31017.6666666667	30490.6666666667	23776.3333333333	41196	39892	48521
"MBHL_ECOLI"	"ECOLI"	NA	NA	NA	69926.5	73217	70760
"MBHS_ECOLI"	"ECOLI"	9151	8635	7940.5	133012.5	119078.5	130418
"MBOA7_HUMAN"	"HUMAN"	63895.5	55189.5	NA	62382.5	78634.5	65240.5
"MCM2_HUMAN"	"HUMAN"	175300	165868.333333333	149550.666666667	178781.666666667	157564.333333333	185209.666666667
"MCM3_HUMAN"	"HUMAN"	64255	69452.6666666667	85075.3333333333	51053	72111.3333333333	38193.5
"MCM4_HUMAN"	"HUMAN"	261864.666666667	240989	141814.333333333	162232.666666667	180998	169584.666666667
"MCM5_HUMAN"	"HUMAN"	93275	NA	NA	55446.6666666667	NA	31645.6666666667
"MCM6_HUMAN"	"HUMAN"	86896.6666666667	77560.6666666667	63465.3333333333	58746.3333333333	46494	69744.3333333333
"MCM7_HUMAN"	"HUMAN"	114893	113744.333333333	123636	116873.666666667	147777.666666667	147059
"MD12L_HUMAN"	"HUMAN"	11021	7532	10319	NA	NA	NA
"MDAB_ECOLI"	"ECOLI"	NA	NA	NA	88275.5	72889	NA
"MDC1_HUMAN"	"HUMAN"	36544	30696.5	NA	39032.5	38229	42114.5
"MDH_ECOLI"	"ECOLI"	57677.6666666667	52602.3333333333	NA	639664.5	535390	662673
"MDHM_HUMAN"	"HUMAN"	897848	920543	822290.333333333	1010313	788445	880318.333333333
"MDN1_HUMAN"	"HUMAN"	1291393.66666667	1404506.33333333	1485312.66666667	1207794.66666667	1247287.66666667	1231842
"MDTE_ECOLI"	"ECOLI"	NA	NA	NA	370080	330506	388823.5
"MENB_ECOLI"	"ECOLI"	NA	NA	NA	NA	204879	205283.5
"METK_ECOLI"	"ECOLI"	15704.5	NA	NA	181044	NA	240339.5
"MIAB_ECOLI"	"ECOLI"	NA	NA	NA	104126.5	117885.5	109702.5
"MISP_HUMAN"	"HUMAN"	NA	NA	NA	NA	8824.5	8591.5
"MK14_HUMAN"	"HUMAN"	NA	26005	23406.5	NA	NA	NA
"ML12A_HUMAN"	"HUMAN"	457198.5	469711.5	447072	NA	NA	NA
"MMS19_HUMAN"	"HUMAN"	NA	NA	NA	26777.6666666667	24769.6666666667	23157
"MNGB_ECOLI"	"ECOLI"	NA	NA	NA	8799.66666666667	NA	6539
"MNME_ECOLI"	"ECOLI"	NA	NA	NA	7630	10549	NA
"MOES_HUMAN"	"HUMAN"	708087.333333333	740750	620703	508557	531116.666666667	524428.666666667
"MPCP_HUMAN"	"HUMAN"	235145.666666667	276796.333333333	240878	216653.666666667	185679.666666667	111966.5
"MPDZ_HUMAN"	"HUMAN"	NA	13164.5	16419.6666666667	NA	NA	NA
"MPL_ECOLI"	"ECOLI"	NA	NA	NA	36851.5	NA	33562
"MPPA_HUMAN"	"HUMAN"	65859.5	53725.6666666667	71123	NA	18572.5	NA
"MPPB_HUMAN"	"HUMAN"	93663.6666666667	91534	99188.3333333333	76744.3333333333	96807	82171.6666666667
"MPRI_HUMAN"	"HUMAN"	21175	20483.6666666667	24144.3333333333	20654.5	18619	18784
"MRE11_HUMAN"	"HUMAN"	25200	26205	31269	48252	42405	53665.6666666667
"MREB_ECOLI"	"ECOLI"	NA	NA	NA	291446.333333333	271219.666666667	287448.333333333
"MROH5_HUMAN"	"HUMAN"	38819.5	NA	NA	31848	27300	30462
"MRRP1_HUMAN"	"HUMAN"	NA	NA	NA	39915	53933.5	37944.3333333333
"MRT4_HUMAN"	"HUMAN"	212164.666666667	187266.666666667	189439.666666667	170272.666666667	160081	176176.666666667
"MSCS_ECOLI"	"ECOLI"	NA	NA	NA	212195.5	221950	NA
"MSH2_HUMAN"	"HUMAN"	22011	63882.3333333333	20942	60429	78263.5	90382
"MSH6_HUMAN"	"HUMAN"	40030	40492	38652.5	24918	36301.5	22785.6666666667
"MTA2_HUMAN"	"HUMAN"	74081.6666666667	70915.3333333333	102346	57531.6666666667	55665	58465
"MTDC_HUMAN"	"HUMAN"	19085	18357	26607	33945	31915.5	32197.5
"MTLD_ECOLI"	"ECOLI"	NA	5967.5	15835.5	268461.333333333	223395.666666667	212387
"MTOR_HUMAN"	"HUMAN"	46602.3333333333	45370.6666666667	37822	21457.6666666667	21537.6666666667	19327.3333333333
"MUC16_HUMAN"	"HUMAN"	22714.3333333333	15614	11340	9372.33333333333	15793	9021.66666666667
"MY18B_HUMAN"	"HUMAN"	NA	7954.5	NA	6462.33333333333	7833	6098.5
"MYCB2_HUMAN"	"HUMAN"	NA	15701.5	NA	10604.6666666667	9731.5	9140
"MYH10_HUMAN"	"HUMAN"	17797.5	20032.5	16690.5	NA	68315.5	NA
"MYH15_HUMAN"	"HUMAN"	NA	NA	NA	34927	33951.5	40951
"MYH2_HUMAN"	"HUMAN"	NA	NA	NA	42026.5	66336	51503
"MYH7_HUMAN"	"HUMAN"	10838.6666666667	NA	NA	83178	95755.5	93116
"MYH9_HUMAN"	"HUMAN"	690594.333333333	612460.333333333	600486	541628	531573.666666667	497051.333333333
"MYL6_HUMAN"	"HUMAN"	459961.333333333	440114	406760.333333333	441500	418804	411743.333333333
"MYO1C_HUMAN"	"HUMAN"	62756.6666666667	60810.6666666667	60343.3333333333	110525.333333333	105370.333333333	62387.3333333333
"MYO1E_HUMAN"	"HUMAN"	15971.5	13351	11872	8612.33333333333	10491.6666666667	11164.6666666667
"MYO5A_HUMAN"	"HUMAN"	11085	17529	14091.6666666667	NA	10558	NA
"MYO5B_HUMAN"	"HUMAN"	NA	NA	NA	37360	55614.5	57383
"MYO7A_HUMAN"	"HUMAN"	14331	9425	6172.5	NA	NA	7930.33333333333
"MYO9A_HUMAN"	"HUMAN"	44170	49508.6666666667	48571.6666666667	55258.6666666667	65050	86419
"MYOF_HUMAN"	"HUMAN"	65719.5	52119	20517	54721.3333333333	48121.3333333333	54186
"MYOME_HUMAN"	"HUMAN"	52363.6666666667	55455	61426.3333333333	49684	38120	45665.6666666667
"MYPC1_HUMAN"	"HUMAN"	20575.5	17560	NA	NA	NA	NA
"N4BP2_HUMAN"	"HUMAN"	9747	11473	16275	NA	NA	NA
"NAA10_HUMAN"	"HUMAN"	NA	NA	NA	28127	26513	27711.5
"NAA15_HUMAN"	"HUMAN"	22370.5	NA	22155	26502.5	36211	24438.3333333333
"NADE_ECOLI"	"ECOLI"	NA	NA	NA	164488.5	196357	179934
"NAGA_ECOLI"	"ECOLI"	NA	NA	NA	43866	65391	69659.3333333333
"NAGD_ECOLI"	"ECOLI"	NA	NA	NA	96582.6666666667	127904	95733.6666666667
"NALP5_HUMAN"	"HUMAN"	5910.5	NA	NA	4526.5	NA	4066
"NALP9_HUMAN"	"HUMAN"	13103	11722	18455.5	10624.5	NA	10475.5
"NAMPT_HUMAN"	"HUMAN"	213990.666666667	206104.333333333	199386.666666667	58389.6666666667	80646.5	84991.6666666667
"NARG_ECOLI"	"ECOLI"	22561.6666666667	23159.6666666667	NA	84855.3333333333	73683.3333333333	91025.6666666667
"NARH_ECOLI"	"ECOLI"	NA	5842.5	NA	44222.6666666667	42261.6666666667	37059
"NASP_HUMAN"	"HUMAN"	301730	307838	284591	234919.666666667	219495.333333333	221935.666666667
"NAT10_HUMAN"	"HUMAN"	40586.3333333333	41918	35515.3333333333	22377	18465.3333333333	22558
"NAV3_HUMAN"	"HUMAN"	4423.66666666667	NA	3917.5	NA	NA	NA
"NB5R3_HUMAN"	"HUMAN"	247554.666666667	246816.333333333	291050.666666667	203284.333333333	164364	206906.666666667
"NBAS_HUMAN"	"HUMAN"	NA	3470	7247.5	32303	33699	28264.5
"NBEA_HUMAN"	"HUMAN"	2873	NA	NA	37172.5	NA	41692
"NBEL1_HUMAN"	"HUMAN"	7700.5	13471	NA	NA	NA	NA
"NCBP1_HUMAN"	"HUMAN"	39103	37364	34653.3333333333	49379	63338.3333333333	53959.3333333333
"NCKP1_HUMAN"	"HUMAN"	NA	NA	NA	5703	NA	6804
"NCOAT_HUMAN"	"HUMAN"	32268.5	39508.5	32877	26301	29268.5	26396
"NCPR_HUMAN"	"HUMAN"	66652	NA	62156.5	51836	53240	NA
"NDKB_HUMAN"	"HUMAN"	909750	906276.5	1018095	704260.5	942646	766580.5
"NDUA9_HUMAN"	"HUMAN"	51090.5	51660	53371	38010.5	38759	41695
"NDUB7_HUMAN"	"HUMAN"	19504	18844	32220	35520.5	27149	28807.5
"NDUV1_HUMAN"	"HUMAN"	18681	20596	20369.5	20726.5	NA	NA
"NEBU_HUMAN"	"HUMAN"	207498	274841	202735.666666667	292131	293358	285436
"NEP1_HUMAN"	"HUMAN"	57850	54264.5	63324	37084	NA	26890.3333333333
"NEST_HUMAN"	"HUMAN"	15357	21265	19060	431065	11010	15027.5
"NEXN_HUMAN"	"HUMAN"	NA	NA	NA	198597.5	NA	197039
"NFNB_ECOLI"	"ECOLI"	NA	NA	NA	148601.5	186590.5	171886.5
"NFSA_ECOLI"	"ECOLI"	NA	NA	NA	415489.333333333	314670.666666667	363302.333333333
"NHRF1_HUMAN"	"HUMAN"	175017.666666667	164868	177259	168874.666666667	185090.333333333	177153.333333333
"NIBL1_HUMAN"	"HUMAN"	198754.666666667	212165.666666667	205836.666666667	237983.666666667	266223.333333333	260416
"NIN_HUMAN"	"HUMAN"	NA	NA	NA	NA	12411.5	10503
"NIPBL_HUMAN"	"HUMAN"	35009	32479	NA	28188.5	25862.5	28848
"NIT2_HUMAN"	"HUMAN"	47950	41617	45407.5	47287	9253.5	46852.5
"NLRC4_HUMAN"	"HUMAN"	NA	NA	NA	NA	15469	15433.5
"NLTP_HUMAN"	"HUMAN"	83606	78625.6666666667	69902.6666666667	86402.3333333333	101561.333333333	86290
"NMT1_HUMAN"	"HUMAN"	134738	NA	NA	65313	51200.3333333333	NA
"NNTM_HUMAN"	"HUMAN"	340276	324232	327648	378642	326969.666666667	336973
"NO66_HUMAN"	"HUMAN"	699745.5	691655	902796	NA	NA	728637.5
"NOG1_HUMAN"	"HUMAN"	NA	NA	47102	53532.5	48522.5	50252.5
"NOL10_HUMAN"	"HUMAN"	32649.5	32352	NA	25082	NA	27989.5
"NOLC1_HUMAN"	"HUMAN"	107703	221362	87275.6666666667	130079.666666667	NA	NA
"NOMO3_HUMAN"	"HUMAN"	69925.3333333333	41183	16814	14391.5	17864.5	15788
"NONO_HUMAN"	"HUMAN"	299140	307729	348230.666666667	238885	140371.666666667	179176
"NOP16_HUMAN"	"HUMAN"	39627.5	35530	21381	NA	45926	49351
"NOP2_HUMAN"	"HUMAN"	NA	NA	NA	54613.5	51838.5	61294.5
"NOP56_HUMAN"	"HUMAN"	42359.3333333333	38850.3333333333	41597	38655.6666666667	40502	37626.5
"NOP58_HUMAN"	"HUMAN"	186909.333333333	146641.333333333	127332.333333333	149753	173342	143137.333333333
"NP1L1_HUMAN"	"HUMAN"	260476.5	172324	252751	NA	NA	NA
"NPA1P_HUMAN"	"HUMAN"	18539	16370.3333333333	NA	12916	12797.5	11815
"NPHP3_HUMAN"	"HUMAN"	22500.6666666667	14613	29967.5	NA	NA	NA
"NPL4_HUMAN"	"HUMAN"	28608	26316.5	NA	NA	NA	NA
"NPM_HUMAN"	"HUMAN"	1470222.33333333	1401128.33333333	1433972.66666667	1454912.33333333	1360197.33333333	1446456.33333333
"NQO1_HUMAN"	"HUMAN"	178449.666666667	178888.666666667	172095	179984.666666667	191515.333333333	164135.333333333
"NQO2_HUMAN"	"HUMAN"	NA	NA	NA	74800.5	71296.5	78986.5
"NQOR_ECOLI"	"ECOLI"	NA	96032.6666666667	130746.5	559957	595331	553722.333333333
"NSUN2_HUMAN"	"HUMAN"	352987.666666667	371730	159236.333333333	243227.666666667	242988	230164.666666667
"NTF2_HUMAN"	"HUMAN"	182852.5	171407.5	165690	158532.5	193219.5	173963
"NU107_HUMAN"	"HUMAN"	NA	NA	NA	11552.5	30783	10112.5
"NU155_HUMAN"	"HUMAN"	84644	76325	62842.6666666667	86983.6666666667	74187	71793.6666666667
"NU160_HUMAN"	"HUMAN"	69721.6666666667	66498.3333333333	69228	62860.6666666667	57527.3333333333	56907.3333333333
"NU188_HUMAN"	"HUMAN"	55157.5	52398.5	21953	26235	26989.5	26299.5
"NU214_HUMAN"	"HUMAN"	NA	16566	NA	13836.5	13236.5	15128
"NUCB1_HUMAN"	"HUMAN"	134587	131404.666666667	112318.666666667	77353.3333333333	115512.5	74093
"NUCB2_HUMAN"	"HUMAN"	49200	28258.6666666667	31885	NA	32048.5	26630
"NUCL_HUMAN"	"HUMAN"	1434985	1280569	1275046.33333333	1319714.33333333	1159377.66666667	1317540.66666667
"NUDC_HUMAN"	"HUMAN"	NA	NA	NA	NA	17436.5	18456.5
"NUMA1_HUMAN"	"HUMAN"	135705.333333333	127894	121104	125210.666666667	119170.666666667	122217.666666667
"NUOCD_ECOLI"	"ECOLI"	NA	NA	NA	78427	84520.5	81569
"NUOG_ECOLI"	"ECOLI"	NA	NA	NA	149953.5	NA	144329.5
"NUP37_HUMAN"	"HUMAN"	20381.5	NA	NA	30251.5	25609	28381.5
"NUP85_HUMAN"	"HUMAN"	NA	NA	NA	6219.5	NA	6296
"NUP93_HUMAN"	"HUMAN"	59549.3333333333	93054	76442.5	NA	NA	NA
"NUP98_HUMAN"	"HUMAN"	17793	19463.6666666667	18763.6666666667	16314.6666666667	19329.6666666667	16538.6666666667
"NUSA_ECOLI"	"ECOLI"	13493	12142.5	11247.5	203902	173767.666666667	191494.333333333
"NWD1_HUMAN"	"HUMAN"	NA	4505	NA	9211	NA	8992
"NXN_HUMAN"	"HUMAN"	NA	NA	NA	32043	27059.5	29315
"OAT_HUMAN"	"HUMAN"	69321	88125.5	76977.5	51149	NA	55358
"OBSCN_HUMAN"	"HUMAN"	11818	NA	13943	16455	17172.3333333333	30953
"OCRL_HUMAN"	"HUMAN"	10805	10084.5	NA	NA	NA	NA
"ODO1_ECOLI"	"ECOLI"	NA	NA	NA	87481.5	93185.5	94250.5
"ODO1_HUMAN"	"HUMAN"	93837.6666666667	85705.3333333333	158163	250342.333333333	226708.666666667	250219
"ODO2_ECOLI"	"ECOLI"	NA	NA	NA	272129.333333333	328057.5	264801.5
"ODP1_ECOLI"	"ECOLI"	28798	37620.3333333333	35745.6666666667	564433.666666667	722865	552125.666666667
"ODP2_ECOLI"	"ECOLI"	16014	18238.5	21172	359945	313031.333333333	366018
"ODPB_HUMAN"	"HUMAN"	177562.333333333	196442.666666667	146170	174101.333333333	206045.333333333	199402
"OFUT1_HUMAN"	"HUMAN"	75034	75188	68588.6666666667	63184.5	74311	67740.5
"OMPA_ECOLI"	"ECOLI"	533429.5	362620	533329	1748006	1804217	1818114.33333333
"OMPT_ECOLI"	"ECOLI"	NA	NA	9422	207546	196850.666666667	207835.333333333
"OMPW_ECOLI"	"ECOLI"	NA	NA	NA	477550.5	491761	540137.5
"OPDA_ECOLI"	"ECOLI"	20168	19692.5	19233.5	186466.666666667	176968	167940.666666667
"OPPA_ECOLI"	"ECOLI"	20514	NA	20077.5	72883.6666666667	54149.5	72383.6666666667
"OSBL8_HUMAN"	"HUMAN"	30334	31820.5	29607.5	NA	NA	NA
"OSMC_ECOLI"	"ECOLI"	NA	NA	NA	548358.5	535047	541417.5
"OSME_ECOLI"	"ECOLI"	333455.5	315000.666666667	317998.5	918447.666666667	1033565	853884.333333333
"OSMY_ECOLI"	"ECOLI"	NA	NA	NA	470509	407695.5	474306
"OST48_HUMAN"	"HUMAN"	40166.5	37627	NA	58834.5	66346	69434.5
"OTUB1_HUMAN"	"HUMAN"	156159	167559.5	116119	160417.5	145609	167011.5
"OTUL_HUMAN"	"HUMAN"	NA	NA	NA	NA	36321	21758
"P3C2A_HUMAN"	"HUMAN"	30266	23949.3333333333	23636	22555.6666666667	30262.6666666667	18693
"P5CR1_HUMAN"	"HUMAN"	161599.333333333	140197.333333333	131718.333333333	126426.666666667	153495.666666667	124786.333333333
"P5CS_HUMAN"	"HUMAN"	124981.333333333	70956.3333333333	64993	67036.6666666667	70390	85168.6666666667
"P66B_HUMAN"	"HUMAN"	43109.3333333333	43031	45853.6666666667	23012.5	36544.3333333333	34766.3333333333
"PA24A_HUMAN"	"HUMAN"	82686	89198	88467.6666666667	NA	NA	45324
"PA2G4_HUMAN"	"HUMAN"	206930	217690.666666667	168481.666666667	54822	NA	NA
"PABP1_HUMAN"	"HUMAN"	NA	227351	201496	193827.666666667	208895.333333333	191204
"PABP2_HUMAN"	"HUMAN"	209281	190025.666666667	211502	173178	204429.666666667	171882
"PABP4_HUMAN"	"HUMAN"	47009	51057	37621	36305.5	NA	NA
"PAIP1_HUMAN"	"HUMAN"	169667	166715.666666667	166663.333333333	121145	132441	88130.6666666667
"PAIRB_HUMAN"	"HUMAN"	206073.333333333	222186.666666667	223093	175284.666666667	221133	223073
"PAPS1_HUMAN"	"HUMAN"	39813	40846	33390.6666666667	60421.6666666667	41637.5	54796
"PARK7_HUMAN"	"HUMAN"	210648	221010	NA	NA	NA	NA
"PARP1_HUMAN"	"HUMAN"	326811.666666667	339747	353469.333333333	283801.333333333	313287	305795
"PARP4_HUMAN"	"HUMAN"	32415	40052.3333333333	29399	21552	28520	27226
"PARVA_HUMAN"	"HUMAN"	48890	46174.5	61153.5	NA	NA	NA
"PCAT1_HUMAN"	"HUMAN"	16784	14158	NA	NA	NA	NA
"PCBP1_HUMAN"	"HUMAN"	223337	294048	188370.333333333	114746.666666667	244449.666666667	229324
"PCBP2_HUMAN"	"HUMAN"	290621.333333333	246192.666666667	297245.666666667	295604.333333333	281255.666666667	285467.666666667
"PCDG2_HUMAN"	"HUMAN"	NA	NA	NA	28570	23807	25466.5
"PCH2_HUMAN"	"HUMAN"	44140.3333333333	52826	48085.6666666667	104983.333333333	101945.333333333	111544
"PCKA_ECOLI"	"ECOLI"	35805	28382	NA	454432.333333333	391334	398562.666666667
"PCLO_HUMAN"	"HUMAN"	76155.5	89542.5	86155	72673.6666666667	50733.6666666667	55844
"PCNA_HUMAN"	"HUMAN"	177260.333333333	293298.333333333	226553	248060.333333333	213906.666666667	194042.333333333
"PCNT_HUMAN"	"HUMAN"	12232.3333333333	NA	6276.33333333333	2689	2164	5241.33333333333
"PCP_HUMAN"	"HUMAN"	42971	42013	40851	85557.6666666667	87295.3333333333	100957.333333333
"PCYOX_HUMAN"	"HUMAN"	79545.6666666667	86792.6666666667	85158.6666666667	72521	98365.6666666667	113516.666666667
"PDC6I_HUMAN"	"HUMAN"	140445	132825.333333333	130400	120067.666666667	135419.333333333	136213
"PDCD6_HUMAN"	"HUMAN"	254098	244036.5	256397.5	219213	214449.5	221725.5
"PDE3A_HUMAN"	"HUMAN"	NA	NA	NA	34961.5	NA	33640.5
"PDIA1_HUMAN"	"HUMAN"	669530.333333333	677747.666666667	718458.333333333	599782.666666667	670659.333333333	652912
"PDIA3_HUMAN"	"HUMAN"	398781	398667.666666667	407224.333333333	451911	486218.333333333	457962.333333333
"PDIA4_HUMAN"	"HUMAN"	110385	113558.666666667	112723	116802.333333333	127007.666666667	111261.666666667
"PDIA6_HUMAN"	"HUMAN"	389212.666666667	403738.666666667	270882	280940.666666667	331488.666666667	284997
"PDLI1_HUMAN"	"HUMAN"	69998.5	75455.5	80749.5	NA	NA	NA
"PDS5A_HUMAN"	"HUMAN"	44978.3333333333	61203.3333333333	49489	53324.5	57598	51118.5
"PDXH_ECOLI"	"ECOLI"	NA	NA	NA	49066	58711.5	48958.5
"PDXJ_ECOLI"	"ECOLI"	NA	NA	NA	NA	39433	30733
"PDZD2_HUMAN"	"HUMAN"	12069	12103.5	14634.5	3317.5	NA	3867.5
"PEBP1_HUMAN"	"HUMAN"	357030.5	323095.5	329781.5	507332.5	447441.5	505980
"PELP1_HUMAN"	"HUMAN"	34130.6666666667	42344.5	29952.6666666667	33917.6666666667	35696	32158.3333333333
"PEPB_ECOLI"	"ECOLI"	NA	NA	NA	150681.666666667	215975.5	174574
"PEPD_ECOLI"	"ECOLI"	46483.6666666667	49920	38717.6666666667	373624.333333333	379921.666666667	380520.333333333
"PEPD_HUMAN"	"HUMAN"	32285.3333333333	50170	44981.5	NA	NA	NA
"PEPL_HUMAN"	"HUMAN"	175156.333333333	168577	154236.333333333	162791.333333333	58401.3333333333	161182
"PER2_HUMAN"	"HUMAN"	8878	8184	8830	NA	NA	NA
"PERQ2_HUMAN"	"HUMAN"	8436.5	NA	NA	NA	7143	8500
"PFLB_ECOLI"	"ECOLI"	118000.666666667	107198	86708.3333333333	988405.666666667	1016783.66666667	726295.666666667
"PGAM1_HUMAN"	"HUMAN"	321774.5	316558	731875.666666667	287386.5	363347.5	295791.5
"PGK_ECOLI"	"ECOLI"	304100.333333333	288209	305454.333333333	881318.666666667	939570	819751.333333333
"PGK1_HUMAN"	"HUMAN"	1318878	1351062.66666667	1494898.33333333	233128.333333333	834187.666666667	287455.333333333
"PGM_ECOLI"	"ECOLI"	NA	NA	NA	90113	NA	80879
"PGM1_HUMAN"	"HUMAN"	153202.5	101854.666666667	146022.5	99011	83669.6666666667	82588.6666666667
"PGRC2_HUMAN"	"HUMAN"	NA	NA	NA	120311.5	116799.5	124996.5
"PHB_HUMAN"	"HUMAN"	236818	238588	222523.666666667	162446.333333333	199414.333333333	184383.333333333
"PHB2_HUMAN"	"HUMAN"	523937	538122.666666667	537907.666666667	473990	444995	437959.666666667
"PHF3_HUMAN"	"HUMAN"	26039.6666666667	12945	13917.5	NA	NA	NA
"PHF5A_HUMAN"	"HUMAN"	43444	48829.5	52568.5	37875.5	29430	41153.5
"PI4KA_HUMAN"	"HUMAN"	7606.5	NA	NA	11698.5	11198	13229.5
"PIGS_HUMAN"	"HUMAN"	43858	45505	39653.5	41887.5	42295	40157.5
"PIMT_HUMAN"	"HUMAN"	205803.5	161042.333333333	185126.666666667	200245	NA	191457.333333333
"PKD1_HUMAN"	"HUMAN"	NA	9582.5	7510	NA	NA	NA
"PLAK_HUMAN"	"HUMAN"	59556.3333333333	63765.3333333333	41866	54714	68393.6666666667	61626.3333333333
"PLAP_HUMAN"	"HUMAN"	79651.6666666667	72283.6666666667	79215.3333333333	53806.6666666667	59328	56912.6666666667
"PLCD3_HUMAN"	"HUMAN"	33381.5	28875	NA	28973	23902.5	27712.5
"PLD1_HUMAN"	"HUMAN"	NA	NA	NA	17653.5	19830.5	20356
"PLEC_HUMAN"	"HUMAN"	398758	466342.666666667	364700.333333333	411800.666666667	356988	379469.333333333
"PLIN3_HUMAN"	"HUMAN"	101312.666666667	100117	87670	100507.333333333	97496.6666666667	107789
"PLOD1_HUMAN"	"HUMAN"	158761	152845	194577.333333333	157084	144348.666666667	161080
"PLOD3_HUMAN"	"HUMAN"	NA	NA	NA	61642.3333333333	59339.3333333333	75947
"PLPL6_HUMAN"	"HUMAN"	NA	NA	NA	35811.5	34157.5	39627
"PLSB_ECOLI"	"ECOLI"	NA	NA	NA	11825	26005.5	NA
"PLST_HUMAN"	"HUMAN"	96042.6666666667	91883.3333333333	91146	97926.5	97635.6666666667	124629
"PLXA1_HUMAN"	"HUMAN"	NA	NA	NA	8584	9056	9244.5
"PLXA4_HUMAN"	"HUMAN"	14313	10687.6666666667	NA	NA	NA	NA
"PMBA_ECOLI"	"ECOLI"	NA	NA	NA	92825.6666666667	83178	103906
"PNP_ECOLI"	"ECOLI"	39116	33404.3333333333	31190	459332	351511.333333333	492008.333333333
"PNPH_HUMAN"	"HUMAN"	99417.5	77200.6666666667	106422.5	NA	NA	NA
"PO210_HUMAN"	"HUMAN"	123676.333333333	120074.333333333	45873.3333333333	96320.3333333333	93913	105595.666666667
"PODXL_HUMAN"	"HUMAN"	19316	24329.5	28962	29730	26216	24072
"POXB_ECOLI"	"ECOLI"	NA	NA	NA	149204.333333333	154670	145862.666666667
"PP14B_HUMAN"	"HUMAN"	67417	76599	NA	99376.5	120268.5	99646.5
"PPGB_HUMAN"	"HUMAN"	NA	100004.5	116999	NA	NA	NA
"PPIA_HUMAN"	"HUMAN"	1903885.5	1997806	1612342	1401047.66666667	1495060.33333333	1580357
"PPIB_HUMAN"	"HUMAN"	NA	NA	NA	NA	63243.5	49938
"PPIC_HUMAN"	"HUMAN"	NA	NA	NA	37981	33674	32804
"PPID_ECOLI"	"ECOLI"	NA	NA	NA	100613	143018	128632.5
"PPM1G_HUMAN"	"HUMAN"	73721.5	63835.5	53953	NA	11440	NA
"PPP6_HUMAN"	"HUMAN"	36683.6666666667	37530.6666666667	41652.6666666667	33907	36986.5	44092
"PPT1_HUMAN"	"HUMAN"	44777.3333333333	44729	NA	27803.6666666667	208241.666666667	215441
"PR40A_HUMAN"	"HUMAN"	77408	69882.5	55878	NA	42782.5	43818.5
"PRDX1_HUMAN"	"HUMAN"	902820	896871.333333333	920492.333333333	699974	879069.666666667	788324.666666667
"PRDX2_HUMAN"	"HUMAN"	397228	NA	337556.5	472528.333333333	331243.5	440380.333333333
"PRDX4_HUMAN"	"HUMAN"	NA	NA	NA	104977.5	44151.5	83929
"PRDX5_HUMAN"	"HUMAN"	320106.333333333	358513	300079	617453	247307	595179.333333333
"PRDX6_HUMAN"	"HUMAN"	217124	207981.333333333	189453.333333333	120639.5	142619.5	117712.5
"PREA_ECOLI"	"ECOLI"	NA	NA	NA	33271	42202	36870
"PREP_HUMAN"	"HUMAN"	NA	NA	NA	28871.6666666667	39336	24197.3333333333
"PRKDC_HUMAN"	"HUMAN"	338718.666666667	355057.666666667	419897.666666667	311627.666666667	305235.333333333	362609.666666667
"PROF2_HUMAN"	"HUMAN"	92285.5	98683	95990.5	83047.5	89588.5	88175
"PRP19_HUMAN"	"HUMAN"	344356.5	374099	280113	271247	289767	291425
"PRP6_HUMAN"	"HUMAN"	67901	57139.6666666667	73393	NA	NA	NA
"PRP8_HUMAN"	"HUMAN"	96078.3333333333	97547.6666666667	87388	68607.6666666667	91553.3333333333	70997.3333333333
"PRPS1_HUMAN"	"HUMAN"	167940.666666667	162772	136411.666666667	156263.666666667	152096.666666667	144008
"PRPS2_HUMAN"	"HUMAN"	NA	47765.5	31125.5	39087.5	32872	31643
"PRS10_HUMAN"	"HUMAN"	106517.333333333	115019	111408	114485	109115.5	101667.5
"PRS4_HUMAN"	"HUMAN"	88765	87940	70127.5	79016	83083	55743.6666666667
"PRS6A_HUMAN"	"HUMAN"	92835.6666666667	88747.3333333333	102322	87005.3333333333	82821	67829.3333333333
"PRS6B_HUMAN"	"HUMAN"	NA	NA	NA	NA	81918	84780.5
