id;species
Q8WXH4;HUMAN
Q8WXK3;HUMAN
A6NK59;HUMAN
Q8WXK1;HUMAN
Q96NS5;HUMAN
Q8WXJ9;HUMAN
Q6ZVZ8;HUMAN
Q9Y576;HUMAN
Q96Q27;HUMAN
Q9Y574;HUMAN
Q9Y575;HUMAN
Q8WWX0;HUMAN
Q9NWX5;HUMAN
Q9H765;HUMAN
Q9H672;HUMAN
Q96DX5;HUMAN
Q9H1I8;HUMAN
Q8N9N2;HUMAN
Q8N3C0;HUMAN
P50553;HUMAN
Q99929;HUMAN
Q9NQ33;HUMAN
Q7RTU5;HUMAN
Q6XD76;HUMAN
Q9ULZ3;HUMAN
Q9Y294;HUMAN
Q9NVP2;HUMAN
Q7L266;HUMAN
P07306;HUMAN
P07307;HUMAN
Q9NR48;HUMAN
Q9UBL3;HUMAN
Q9BVC5;HUMAN
P78348;HUMAN
Q16515;HUMAN
Q9UHC3;HUMAN
Q96FT7;HUMAN
Q9NY37;HUMAN
P42127;HUMAN
Q92484;HUMAN
Q92485;HUMAN
O95671;HUMAN
P46597;HUMAN
P17405;HUMAN
O43681;HUMAN
Q9NWL6;HUMAN
P08243;HUMAN
Q9BZE9;HUMAN
A6ND91;HUMAN
P20933;HUMAN
Q5U4P2;HUMAN
Q6ICH7;HUMAN
Q12797;HUMAN
Q8IZT6;HUMAN
Q9BXN1;HUMAN
Q96KQ4;HUMAN
Q13625;HUMAN
P26436;HUMAN
P00966;HUMAN
Q2TB18;HUMAN
Q9Y284;HUMAN
Q6HA08;HUMAN
O14525;HUMAN
O75129;HUMAN
Q9NVM9;HUMAN
Q76L83;HUMAN
Q8IXJ9;HUMAN
Q9C0F0;HUMAN
Q8WWH4;HUMAN
O60312;HUMAN
O94823;HUMAN
Q9P241;HUMAN
P98196;HUMAN
Q9Y2G3;HUMAN
Q8NB49;HUMAN
P54707;HUMAN
Q9HD20;HUMAN
Q9H7F0;HUMAN
Q9NQ11;HUMAN
Q4VNC1;HUMAN
Q4VNC0;HUMAN
P05023;HUMAN
P50993;HUMAN
P13637;HUMAN
Q13733;HUMAN
P05026;HUMAN
P14415;HUMAN
P54709;HUMAN
Q9UN42;HUMAN
O14983;HUMAN
P16615;HUMAN
Q93084;HUMAN
P20020;HUMAN
Q01814;HUMAN
Q16720;HUMAN
P23634;HUMAN
P98194;HUMAN
O75185;HUMAN
Q8TBG4;HUMAN
Q8IUZ5;HUMAN
Q5VTU8;HUMAN
P24539;HUMAN
P05496;HUMAN
Q06055;HUMAN
P48201;HUMAN
Q7Z4Y8;HUMAN
Q9NW81;HUMAN
Q9ULK2;HUMAN
Q5T6C5;HUMAN
Q14CW9;HUMAN
Q9Y2Q0;HUMAN
Q9NTI2;HUMAN
P98198;HUMAN
O43520;HUMAN
O60423;HUMAN
Q8TF62;HUMAN
Q8NBU5;HUMAN
Q6PL18;HUMAN
Q96QE3;HUMAN
Q5SQI0;HUMAN
Q86WG3;HUMAN
Q9ULI0;HUMAN
Q9NVI7;HUMAN
Q5T9A4;HUMAN
Q5T2N8;HUMAN
O95260;HUMAN
P18846;HUMAN
P15336;HUMAN
P18847;HUMAN
P18848;HUMAN
Q9Y2D1;HUMAN
P18850;HUMAN
Q99941;HUMAN
P17544;HUMAN
Q9H0Y0;HUMAN
O94817;HUMAN
O75143;HUMAN
Q2TAZ0;HUMAN
Q96BY7;HUMAN
Q9NT62;HUMAN
Q8WYN0;HUMAN
Q9Y4P1;HUMAN
Q96DT6;HUMAN
Q86TL0;HUMAN
Q9H1Y0;HUMAN
O95352;HUMAN
Q7Z3C6;HUMAN
Q674R7;HUMAN
Q9BSB4;HUMAN
Q32M88;HUMAN
Q9UII2;HUMAN
Q8N6G6;HUMAN
Q86TH1;HUMAN
P82987;HUMAN
Q6UY14;HUMAN
Q6ZMM2;HUMAN
Q8WXF7;HUMAN
Q8NHH9;HUMAN
Q6DD88;HUMAN
O43313;HUMAN
P54259;HUMAN
Q13315;HUMAN
P54710;HUMAN
Q92858;HUMAN
Q96SQ7;HUMAN
Q8N100;HUMAN
O00244;HUMAN
Q9Y6H3;HUMAN
P20648;HUMAN
P51164;HUMAN
P56381;HUMAN
O75947;HUMAN
P56385;HUMAN
P18859;HUMAN
O75964;HUMAN
Q99766;HUMAN
P00846;HUMAN
P35670;HUMAN
Q04656;HUMAN
P03928;HUMAN
O75110;HUMAN
O43861;HUMAN
P25705;HUMAN
P06576;HUMAN
P30049;HUMAN
Q5TC12;HUMAN
Q8N5M1;HUMAN
P36542;HUMAN
P56134;HUMAN
Q5TC04;HUMAN
P48047;HUMAN
Q6RW13;HUMAN
Q8WXE1;HUMAN
Q5VV63;HUMAN
O75882;HUMAN
P46100;HUMAN
Q13535;HUMAN
Q9H324;HUMAN
P58397;HUMAN
Q8TE58;HUMAN
Q8WXS8;HUMAN
Q76LX8;HUMAN
Q8TE57;HUMAN
Q8TE60;HUMAN
Q8TE56;HUMAN
Q8TE59;HUMAN
P59510;HUMAN
Q9UHI8;HUMAN
O15072;HUMAN
O95450;HUMAN
O75173;HUMAN
Q9UNA0;HUMAN
Q9UKP4;HUMAN
Q9UKP5;HUMAN
Q9P2N4;HUMAN
Q9UP79;HUMAN
P17735;HUMAN
P0C7T5;HUMAN
Q9UBB4;HUMAN
P54253;HUMAN
Q8WWM7;HUMAN
Q9H3M9;HUMAN
Q99700;HUMAN
P54252;HUMAN
Q156A1;HUMAN
O15265;HUMAN
Q9H1Z8;HUMAN
Q13825;HUMAN
Q9H7T9;HUMAN
Q9Y679;HUMAN
O14965;HUMAN
Q96GD4;HUMAN
Q9UQB9;HUMAN
Q8WXX7;HUMAN
O75061;HUMAN
Q9NQS1;HUMAN
O75366;HUMAN
Q8NBF6;HUMAN
Q5T686;HUMAN
P27037;HUMAN
Q13705;HUMAN
Q58HT5;HUMAN
Q6E213;HUMAN
Q3ZCQ2;HUMAN
A6NMY6;HUMAN
Q5T2P8;HUMAN
Q5VT79;HUMAN
Q5T1B0;HUMAN
O15169;HUMAN
Q9Y2T1;HUMAN
Q9UPN4;HUMAN
Q9H6S1;HUMAN
O14977;HUMAN
Q92843;HUMAN
Q07817;HUMAN
Q9HD36;HUMAN
Q9HB09;HUMAN
O43521;HUMAN
Q9BXK5;HUMAN
Q9BZR8;HUMAN
Q5TBC7;HUMAN
Q16548;HUMAN
P61769;HUMAN
P04920;HUMAN
P48751;HUMAN
Q96Q91;HUMAN
P02730;HUMAN
Q9P2W7;HUMAN
Q9NPZ5;HUMAN
O94766;HUMAN
O75752;HUMAN
Q8NCR0;HUMAN
Q6Y288;HUMAN
Q9NY97;HUMAN
Q9Y2A9;HUMAN
O43505;HUMAN
Q9C0J1;HUMAN
Q9BYG0;HUMAN
Q6ZMB0;HUMAN
Q7Z7M8;HUMAN
Q8NFL0;HUMAN
Q6UX72;HUMAN
Q67FW5;HUMAN
Q9Y5Z6;HUMAN
O43825;HUMAN
O96024;HUMAN
Q9Y2C3;HUMAN
Q96L58;HUMAN
Q8NHY0;HUMAN
Q00973;HUMAN
Q6L9W6;HUMAN
Q76KP1;HUMAN
P15291;HUMAN
O60909;HUMAN
O60512;HUMAN
O60513;HUMAN
O43286;HUMAN
Q9UBX8;HUMAN
Q9UBV7;HUMAN
Q9UPM9;HUMAN
Q8WXS3;HUMAN
Q9BPU9;HUMAN
Q14032;HUMAN
Q9NWV8;HUMAN
Q8WZ19;HUMAN
Q13829;HUMAN
Q9H3F6;HUMAN
P56817;HUMAN
Q9Y5Z0;HUMAN
Q9BYV9;HUMAN
O14867;HUMAN
Q6ZUV0;HUMAN
O00154;HUMAN
Q92934;HUMAN
Q9H503;HUMAN
O75531;HUMAN
O95816;HUMAN
Q99933;HUMAN
O95817;HUMAN
O95429;HUMAN
Q9UL15;HUMAN
P46379;HUMAN
Q13072;HUMAN
Q86Y30;HUMAN
Q86Y29;HUMAN
Q86Y28;HUMAN
Q86Y27;HUMAN
Q9P281;HUMAN
Q8TBE0;HUMAN
O14514;HUMAN
O60241;HUMAN
O60242;HUMAN
Q9UQB8;HUMAN
O94812;HUMAN
Q6ZNE5;HUMAN
Q16611;HUMAN
Q13145;HUMAN
Q8N9N5;HUMAN
Q8NDB2;HUMAN
Q8IXM2;HUMAN
Q92560;HUMAN
Q9UHQ4;HUMAN
P51572;HUMAN
Q99728;HUMAN
Q9BZE3;HUMAN
Q9NY43;HUMAN
Q9HBU1;HUMAN
Q9UMQ3;HUMAN
P35613;HUMAN
P80723;HUMAN
P82251;HUMAN
Q8N1L9;HUMAN
Q9NR55;HUMAN
Q16520;HUMAN
Q07812;HUMAN
Q9NRL2;HUMAN
Q9UIG0;HUMAN
Q9UIF9;HUMAN
Q9UIF8;HUMAN
Q96PG8;HUMAN
Q9BXH1;HUMAN
A8MTZ0;HUMAN
Q8ND07;HUMAN
Q8TAM1;HUMAN
Q6ZW61;HUMAN
Q8NFJ9;HUMAN
Q9BXC9;HUMAN
Q96RK4;HUMAN
Q8N3I7;HUMAN
Q8IWZ6;HUMAN
Q8WY36;HUMAN
Q9H165;HUMAN
Q9C0K0;HUMAN
P50895;HUMAN
Q6ZUJ8;HUMAN
O75815;HUMAN
O75363;HUMAN
Q9H6U6;HUMAN
P56945;HUMAN
Q8TDM0;HUMAN
P54687;HUMAN
O15382;HUMAN
Q9P287;HUMAN
Q9NWK9;HUMAN
Q9HAY6;HUMAN
Q9BYV7;HUMAN
O60756;HUMAN
O14874;HUMAN
O95999;HUMAN
P10415;HUMAN
Q8N143;HUMAN
P20749;HUMAN
Q4VC05;HUMAN
P41182;HUMAN
Q9BQE9;HUMAN
Q8WUZ0;HUMAN
P0C6P0;HUMAN
O00512;HUMAN
Q86UU0;HUMAN
Q8N888;HUMAN
Q5H9F3;HUMAN
Q9NYF8;HUMAN
Q6W2J9;HUMAN
P11274;HUMAN
Q9Y276;HUMAN
Q8NFC6;HUMAN
Q8IYS8;HUMAN
Q9BUT1;HUMAN
Q02338;HUMAN
P23560;HUMAN
A6H8Y1;HUMAN
Q3B7T3;HUMAN
Q14457;HUMAN
A8MW95;HUMAN
Q9BUH8;HUMAN
Q8NDZ0;HUMAN
Q5T5X7;HUMAN
Q6ZU67;HUMAN
Q7L4P6;HUMAN
Q5SZJ8;HUMAN
Q8N7W2;HUMAN
Q8NFU1;HUMAN
Q8N1M1;HUMAN
Q8NFU0;HUMAN
O76090;HUMAN
Q9NYM9;HUMAN
O15155;HUMAN
Q6UXH0;HUMAN
Q9HBH7;HUMAN
Q9BXY8;HUMAN
Q00994;HUMAN
Q9NWD9;HUMAN
Q5H9J7;HUMAN
Q9NZS9;HUMAN
Q12934;HUMAN
Q13515;HUMAN
P16278;HUMAN
P16442;HUMAN
Q15582;HUMAN
P08236;HUMAN
Q7RTU4;HUMAN
Q7RTS1;HUMAN
Q8NFJ8;HUMAN
Q8NDY6;HUMAN
O14503;HUMAN
Q9C0J9;HUMAN
Q6PI77;HUMAN
Q93088;HUMAN
Q9H2M3;HUMAN
P55061;HUMAN
Q9UHR4;HUMAN
Q6UXY1;HUMAN
Q9H694;HUMAN
Q96G01;HUMAN
Q8TD16;HUMAN
Q6ZP65;HUMAN
A1A5D9;HUMAN
P55957;HUMAN
P53004;HUMAN
Q9Y6D6;HUMAN
Q9Y6D5;HUMAN
Q5TH69;HUMAN
Q13323;HUMAN
O00499;HUMAN
Q9UBW5;HUMAN
Q9NQY0;HUMAN
Q96LW7;HUMAN
Q13075;HUMAN
Q13489;HUMAN
Q13490;HUMAN
O15392;HUMAN
Q9NR09;HUMAN
Q96CA5;HUMAN
Q96P09;HUMAN
Q86UB2;HUMAN
P46663;HUMAN
P30411;HUMAN
P78537;HUMAN
Q6QNY1;HUMAN
Q6QNY0;HUMAN
Q9NUP1;HUMAN
Q8TDH9;HUMAN
Q9UL45;HUMAN
A4D250;HUMAN
P62952;HUMAN
Q8IZY5;HUMAN
P51451;HUMAN
Q13867;HUMAN
A8MY62;HUMAN
P54132;HUMAN
Q8WV28;HUMAN
P30043;HUMAN
Q5H9B9;HUMAN
O00327;HUMAN
Q8WYA1;HUMAN
Q96LC9;HUMAN
P35226;HUMAN
O95972;HUMAN
P13497;HUMAN
O95393;HUMAN
Q9NSY1;HUMAN
P55107;HUMAN
P12643;HUMAN
P12645;HUMAN
P12644;HUMAN
P22003;HUMAN
P22004;HUMAN
Q7Z5Y6;HUMAN
P18075;HUMAN
P34820;HUMAN
Q8N8U9;HUMAN
Q13873;HUMAN
P36894;HUMAN
O00238;HUMAN
Q14692;HUMAN
Q1RMZ1;HUMAN
P51813;HUMAN
Q7Z5W3;HUMAN
Q01954;HUMAN
Q6ZN30;HUMAN
O60238;HUMAN
Q12982;HUMAN
Q7Z465;HUMAN
Q12983;HUMAN
Q96IK1;HUMAN
Q9BWV1;HUMAN
O75936;HUMAN
Q9UMX3;HUMAN
Q9Y3E2;HUMAN
Q9H3K6;HUMAN
Q53S33;HUMAN
Q8N9W6;HUMAN
Q14137;HUMAN
Q7L3V2;HUMAN
Q6PGQ7;HUMAN
Q53HL2;HUMAN
O14613;HUMAN
Q9UKI2;HUMAN
Q6NZY7;HUMAN
Q9H3Q1;HUMAN
Q00587;HUMAN
Q9GZL8;HUMAN
Q86WA6;HUMAN
Q9NP55;HUMAN
Q96DR5;HUMAN
Q9BQP9;HUMAN
Q8TDL5;HUMAN
Q8N4F0;HUMAN
P59826;HUMAN
P59827;HUMAN
Q8NFQ5;HUMAN
Q8NFQ6;HUMAN
P17213;HUMAN
P50747;HUMAN
O95861;HUMAN
Q12830;HUMAN
O15178;HUMAN
P15056;HUMAN
Q7Z569;HUMAN
Q6PJG6;HUMAN
P38398;HUMAN
P46736;HUMAN
P51587;HUMAN
O95696;HUMAN
P25440;HUMAN
Q15059;HUMAN
O60885;HUMAN
Q9NPI1;HUMAN
Q9H0E9;HUMAN
Q9H8M2;HUMAN
Q58F21;HUMAN
Q5VTR2;HUMAN
O75150;HUMAN
Q9NXR7;HUMAN
Q9HAW0;HUMAN
Q8WY22;HUMAN
O95415;HUMAN
Q6PL45;HUMAN
P59051;HUMAN
Q8WUW1;HUMAN
Q5PSV4;HUMAN
Q9HCU9;HUMAN
O60477;HUMAN
Q9C0B6;HUMAN
Q76B58;HUMAN
Q5VW32;HUMAN
Q96NH3;HUMAN
P55201;HUMAN
Q9ULD4;HUMAN
P32247;HUMAN
Q8IWQ3;HUMAN
Q8TDC3;HUMAN
Q9NSI6;HUMAN
Q6RI45;HUMAN
Q8TDN6;HUMAN
Q9NW68;HUMAN
Q96G97;HUMAN
Q3C1V8;HUMAN
Q8WZ55;HUMAN
Q9UPA5;HUMAN
Q075Z2;HUMAN
Q5W0U4;HUMAN
Q9GZN4;HUMAN
Q10588;HUMAN
Q10589;HUMAN
Q13410;HUMAN
Q7KYR7;HUMAN
Q8WVV5;HUMAN
Q96KV6;HUMAN
O00481;HUMAN
P78410;HUMAN
O00478;HUMAN
Q96K17;HUMAN
O14981;HUMAN
Q9H0C5;HUMAN
Q9BX70;HUMAN
Q9Y2F9;HUMAN
Q96KE9;HUMAN
Q9P203;HUMAN
Q5XKL5;HUMAN
Q96Q07;HUMAN
Q9BSF8;HUMAN
A6QL63;HUMAN
A6NE02;HUMAN
Q32M84;HUMAN
B2RXH4;HUMAN
C9JJ37;HUMAN
P35070;HUMAN
P43251;HUMAN
P62324;HUMAN
P20290;HUMAN
P78543;HUMAN
Q9NY30;HUMAN
Q14201;HUMAN
Q7Z6A9;HUMAN
Q06187;HUMAN
Q9UIR0;HUMAN
Q6UXE8;HUMAN
Q6UX41;HUMAN
Q6UXG8;HUMAN
A8MVZ5;HUMAN
O60566;HUMAN
O43683;HUMAN
O43684;HUMAN
Q9BRD0;HUMAN
P41223;HUMAN
Q9UBR1;HUMAN
Q5T3Y7;HUMAN
Q8N1D0;HUMAN
O95971;HUMAN
Q13895;HUMAN
Q7L1Q6;HUMAN
Q9Y6E2;HUMAN
Q96A19;HUMAN
Q68D86;HUMAN
Q99622;HUMAN
P15538;HUMAN
P19099;HUMAN
A2RUR9;HUMAN
Q3MJ40;HUMAN
Q8IYA2;HUMAN
Q6NUI1;HUMAN
Q86VB7;HUMAN
Q9NR16;HUMAN
Q6UWJ8;HUMAN
Q9Y4F5;HUMAN
Q96L14;HUMAN
Q69YN2;HUMAN
Q2TBE0;HUMAN
Q8N1F1;HUMAN
Q13901;HUMAN
Q96EU7;HUMAN
Q9NS00;HUMAN
P02745;HUMAN
Q07021;HUMAN
P02746;HUMAN
P02747;HUMAN
Q7Z5L3;HUMAN
Q86Z23;HUMAN
Q9NPY3;HUMAN
Q5VWW1;HUMAN
O75973;HUMAN
Q9BXJ1;HUMAN
Q9BXJ5;HUMAN
Q9BXJ4;HUMAN
Q9BXJ3;HUMAN
Q9BXJ0;HUMAN
Q9BXI9;HUMAN
Q9BXJ2;HUMAN
P60827;HUMAN
Q9NZP8;HUMAN
P00736;HUMAN
P09871;HUMAN
P0C862;HUMAN
B2RNN3;HUMAN
P11586;HUMAN
Q6UB35;HUMAN
Q4G0S4;HUMAN
Q96HQ2;HUMAN
Q96NR2;HUMAN
O14523;HUMAN
A6NLJ0;HUMAN
Q8TF44;HUMAN
Q8NCU7;HUMAN
Q4AC94;HUMAN
Q86YS7;HUMAN
Q6P1N0;HUMAN
Q5T0F9;HUMAN
Q6DHV5;HUMAN
B7Z1M9;HUMAN
Q6ZSU1;HUMAN
Q9P2K1;HUMAN
Q16581;HUMAN
P33076;HUMAN
Q6ZMU1;HUMAN
Q9NRR8;HUMAN
Q9NRR3;HUMAN
Q9Y5P4;HUMAN
P04003;HUMAN
P20851;HUMAN
Q9H0H9;HUMAN
Q99643;HUMAN
Q8N8Q1;HUMAN
O14569;HUMAN
P21730;HUMAN
Q9P296;HUMAN
Q9UKL3;HUMAN
Q8TCZ2;HUMAN
Q9H246;HUMAN
Q9BWL3;HUMAN
Q9BV19;HUMAN
Q8N365;HUMAN
Q8N6N3;HUMAN
Q5VUE5;HUMAN
Q8WWF1;HUMAN
Q9BUV0;HUMAN
Q8NEQ6;HUMAN
Q8N715;HUMAN
Q96LT6;HUMAN
Q8N0U7;HUMAN
Q6P1W5;HUMAN
Q69YW2;HUMAN
Q9BRT7;HUMAN
Q5SVJ3;HUMAN
Q5SY80;HUMAN
O95561;HUMAN
Q3KP66;HUMAN
Q9NX04;HUMAN
Q86UF4;HUMAN
Q5T0L3;HUMAN
Q9NSG2;HUMAN
Q9H7X2;HUMAN
Q6ZSJ8;HUMAN
Q8N9H9;HUMAN
Q9NWV4;HUMAN
Q8NDD1;HUMAN
Q5TEV5;HUMAN
Q5JT78;HUMAN
Q5VVS0;HUMAN
Q5JVX7;HUMAN
Q96MR7;HUMAN
Q5VVC0;HUMAN
Q96MC9;HUMAN
Q3SY05;HUMAN
Q8N1D5;HUMAN
Q96HA4;HUMAN
Q8NEQ5;HUMAN
Q5SNV9;HUMAN
Q5VWT5;HUMAN
Q5SV97;HUMAN
Q8NAX2;HUMAN
Q5RHP9;HUMAN
Q8IYL3;HUMAN
Q3ZCV2;HUMAN
Q8NAE3;HUMAN
Q5T7R7;HUMAN
Q6ZWK4;HUMAN
Q5VU69;HUMAN
Q5VTH2;HUMAN
Q5T5A4;HUMAN
B1AJZ1;HUMAN
Q5TG92;HUMAN
Q9H425;HUMAN
Q5SR53;HUMAN
Q8IVY1;HUMAN
Q8N6G1;HUMAN
Q8NC38;HUMAN
Q8TAB5;HUMAN
Q5T0J3;HUMAN
Q69YW0;HUMAN
A1L170;HUMAN
Q6PIY5;HUMAN
Q6ZS94;HUMAN
F2Z333;HUMAN
Q537H7;HUMAN
H3BTG2;HUMAN
P54289;HUMAN
Q9NY47;HUMAN
Q8IZS8;HUMAN
Q7Z3S7;HUMAN
Q8WTZ4;HUMAN
Q9H8G2;HUMAN
Q8N1I8;HUMAN
Q9Y376;HUMAN
Q9BRK5;HUMAN
Q9Y6J0;HUMAN
Q9BTV7;HUMAN
Q8TDN4;HUMAN
Q9NZU7;HUMAN
Q9NPB3;HUMAN
P57796;HUMAN
Q9NP86;HUMAN
Q86V35;HUMAN
Q9BXU9;HUMAN
Q96KC9;HUMAN
O75952;HUMAN
O00555;HUMAN
Q00975;HUMAN
Q01668;HUMAN
Q13936;HUMAN
Q15878;HUMAN
O43497;HUMAN
O60840;HUMAN
O95180;HUMAN
Q9P0X4;HUMAN
Q13698;HUMAN
Q02641;HUMAN
Q08289;HUMAN
P54284;HUMAN
O00305;HUMAN
Q86Y37;HUMAN
Q9P1Z2;HUMAN
Q13137;HUMAN
P43155;HUMAN
Q9Y6N8;HUMAN
P55287;HUMAN
P55289;HUMAN
P55290;HUMAN
P55291;HUMAN
O75309;HUMAN
Q12864;HUMAN
Q13634;HUMAN
Q9H159;HUMAN
Q9HBT6;HUMAN
Q9UJ99;HUMAN
Q9H251;HUMAN
Q86UP0;HUMAN
Q8IXH8;HUMAN
P12830;HUMAN
P19022;HUMAN
P22223;HUMAN
P55283;HUMAN
P33151;HUMAN
P55285;HUMAN
Q9ULB5;HUMAN
P55286;HUMAN
Q9ULB4;HUMAN
Q8N3J6;HUMAN
Q9BY67;HUMAN
Q8N126;HUMAN
Q8NFZ8;HUMAN
Q5T440;HUMAN
Q13111;HUMAN
Q13112;HUMAN
Q8TC20;HUMAN
Q9NS85;HUMAN
O75493;HUMAN
Q8N1Q1;HUMAN
Q9ULX7;HUMAN
O43570;HUMAN
P00915;HUMAN
P00918;HUMAN
P07451;HUMAN
P22748;HUMAN
P35218;HUMAN
Q9Y2D0;HUMAN
P23280;HUMAN
P43166;HUMAN
P35219;HUMAN
Q16790;HUMAN
Q5VU97;HUMAN
Q8IU99;HUMAN
Q9HA72;HUMAN
Q86XJ0;HUMAN
P05937;HUMAN
P22676;HUMAN
P06881;HUMAN
P10092;HUMAN
P30988;HUMAN
P01258;HUMAN
Q05682;HUMAN
Q13939;HUMAN
P27482;HUMAN
Q96GE6;HUMAN
Q9NZT1;HUMAN
Q8TD86;HUMAN
P62158;HUMAN
Q96L12;HUMAN
Q16602;HUMAN
P27797;HUMAN
O43852;HUMAN
P27824;HUMAN
Q9NYX4;HUMAN
Q8NCB2;HUMAN
P49069;HUMAN
Q5T5Y3;HUMAN
Q08AD1;HUMAN
Q9P1Y5;HUMAN
P49913;HUMAN
Q9HC96;HUMAN
Q9UMQ6;HUMAN
Q6ZSI9;HUMAN
Q6MZZ7;HUMAN
A8MX76;HUMAN
O75808;HUMAN
P07384;HUMAN
P17655;HUMAN
P20807;HUMAN
Q9Y6Q1;HUMAN
Q9Y6W3;HUMAN
A6NHC0;HUMAN
O15484;HUMAN
O14815;HUMAN
P63098;HUMAN
Q96LZ3;HUMAN
Q86VP6;HUMAN
O75155;HUMAN
Q8WVQ1;HUMAN
Q01518;HUMAN
P40123;HUMAN
P20160;HUMAN
P40121;HUMAN
O75052;HUMAN
Q14444;HUMAN
Q6IMN6;HUMAN
Q9ULU8;HUMAN
Q86UW7;HUMAN
Q8WWF8;HUMAN
P47756;HUMAN
Q9BWT7;HUMAN
Q9BXL7;HUMAN
Q5EG05;HUMAN
Q5XLA6;HUMAN
Q9BXL6;HUMAN
P57730;HUMAN
Q9BX69;HUMAN
Q9Y2G2;HUMAN
Q9H257;HUMAN
Q9NXV6;HUMAN
Q86X55;HUMAN
Q8N187;HUMAN
Q16568;HUMAN
P47710;HUMAN
P05814;HUMAN
Q6TDU7;HUMAN
Q8IU53;HUMAN
O15234;HUMAN
Q6P4E1;HUMAN
Q96PB1;HUMAN
Q8NG31;HUMAN
P07498;HUMAN
Q14511;HUMAN
P29466;HUMAN
P42575;HUMAN
P42574;HUMAN
P49662;HUMAN
P51878;HUMAN
P55212;HUMAN
P55210;HUMAN
Q14790;HUMAN
Q92851;HUMAN
P55211;HUMAN
Q6UXS9;HUMAN
P31944;HUMAN
P0CB46;HUMAN
Q13948;HUMAN
P31415;HUMAN
O14958;HUMAN
Q9NQ75;HUMAN
P41180;HUMAN
Q86V15;HUMAN
P04040;HUMAN
P07858;HUMAN
P53634;HUMAN
P07339;HUMAN
P14091;HUMAN
Q9UBX1;HUMAN
P08311;HUMAN
P09668;HUMAN
Q8WUQ7;HUMAN
P43235;HUMAN
P07711;HUMAN
Q5NE16;HUMAN
O60911;HUMAN
P43234;HUMAN
Q13166;HUMAN
P25774;HUMAN
P56202;HUMAN
Q9UBR2;HUMAN
Q03135;HUMAN
P51636;HUMAN
P56539;HUMAN
Q13938;HUMAN
Q9BXY5;HUMAN
P52907;HUMAN
P47755;HUMAN
Q96KX2;HUMAN
Q8WU43;HUMAN
Q68DN1;HUMAN
Q9NWW7;HUMAN
Q580R0;HUMAN
Q9H6V9;HUMAN
Q6ZSB3;HUMAN
Q9H6R7;HUMAN
Q8WWC4;HUMAN
Q96LS8;HUMAN
Q96LR7;HUMAN
Q8N535;HUMAN
Q53SZ7;HUMAN
Q08AI8;HUMAN
Q53QW1;HUMAN
Q8N801;HUMAN
Q7Z7H3;HUMAN
Q6UXQ4;HUMAN
Q2NKX9;HUMAN
Q8N8R5;HUMAN
A6NJV1;HUMAN
A6NCS6;HUMAN
A6NGG8;HUMAN
Q8N5S3;HUMAN
A8MZ97;HUMAN
Q3KRA6;HUMAN
A6NCI8;HUMAN
Q0P641;HUMAN
A6NN90;HUMAN
Q6UX34;HUMAN
Q53S99;HUMAN
Q6ZV80;HUMAN
Q14D33;HUMAN
A6NCX1;HUMAN
A8MVP8;HUMAN
Q9H9S4;HUMAN
Q6P9G0;HUMAN
P08185;HUMAN
Q13191;HUMAN
Q9ULV8;HUMAN
P23435;HUMAN
Q8IUK8;HUMAN
Q6UW01;HUMAN
Q9NTU7;HUMAN
P22681;HUMAN
P15085;HUMAN
P48052;HUMAN
P15088;HUMAN
Q9UI42;HUMAN
Q8WXQ8;HUMAN
Q8N4T0;HUMAN
P15086;HUMAN
Q96IY4;HUMAN
Q9UPW5;HUMAN
Q5U5Z8;HUMAN
Q8NEM8;HUMAN
Q96MI9;HUMAN
Q8NDL9;HUMAN
Q5VU57;HUMAN
O75976;HUMAN
P16870;HUMAN
P14384;HUMAN
P15169;HUMAN
Q8IVL8;HUMAN
Q9Y646;HUMAN
Q66K79;HUMAN
Q92793;HUMAN
P16152;HUMAN
O75828;HUMAN
Q8N4T8;HUMAN
P35520;HUMAN
Q9BRT8;HUMAN
Q8IUF1;HUMAN
Q5JTY5;HUMAN
Q5RIA9;HUMAN
Q4V339;HUMAN
A6NM15;HUMAN
P83916;HUMAN
Q14781;HUMAN
Q13185;HUMAN
O00257;HUMAN
P45973;HUMAN
O95503;HUMAN
O95931;HUMAN
Q9HC52;HUMAN
Q9Y3M2;HUMAN
A6NI87;HUMAN
Q9HBI5;HUMAN
Q6NW34;HUMAN
Q9UK00;HUMAN
Q8ND61;HUMAN
Q8N5N4;HUMAN
Q96M34;HUMAN
Q6P1S2;HUMAN
Q3SXR2;HUMAN
Q5JPI3;HUMAN
Q96BT1;HUMAN
Q8N290;HUMAN
A1A4F0;HUMAN
Q8N813;HUMAN
Q6ZUJ4;HUMAN
Q96M15;HUMAN
Q6ZVT6;HUMAN
A6NLC5;HUMAN
Q6ZUU3;HUMAN
Q6ZRV3;HUMAN
P0CE67;HUMAN
F5H4A9;HUMAN
H3BPM6;HUMAN
H3BNL1;HUMAN
Q96G28;HUMAN
Q8IW40;HUMAN
Q8IYK2;HUMAN
Q9BWC9;HUMAN
Q8WV48;HUMAN
Q6ZU64;HUMAN
Q8TBZ0;HUMAN
Q8NEF3;HUMAN
Q9H0I3;HUMAN
Q96M63;HUMAN
Q96NT0;HUMAN
Q8IYX3;HUMAN
Q8IWD4;HUMAN
Q96HB5;HUMAN
Q6ZUS5;HUMAN
Q5T0U0;HUMAN
